,location,carpet_area,status,transaction,urnishing,society,bathroom,amount
1426,"2 BHK Apartment for Sale in Prasun Sarvam, Chandan Nagar, Malwadi Pune",737 sqft,StatusReady to Move,TransactionNew Property,FurnishingUnfurnished,SocietyPrasun Sarvam,Bathroom2,₹85 Lac 
1427,"3 BHK Apartment for Sale in VTP Euphoria, Kharadi Pune",1240 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Euphoria,Bathroom3,₹1.28 Cr 
1428,"3 BHK Apartment for Sale in VTP Altair, Kharadi Pune",1558 sqft,Under ConstructionPoss. by Aug '25,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Altair,Bathroom3,₹1.10 Cr 
1429,"3 BHK Apartment for Sale in Marvel Enigma, Kharadi Pune",1700 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMarvel Enigma,Bathroom3,₹2.25 Cr 
1430,"2 BHK Apartment for Sale in Rohan Mithila, Air Force Campus, Viman Nagar Pune",940 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyRohan Mithila,Bathroom2,₹1 Cr 
1431,"2 BHK Apartment for Sale in Unique Youtopia, EON Free Zone, Kharadi Pune",765 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingSemi-Furnished,SocietyUnique Youtopia,Bathroom2,₹97 Lac 
1432,"4 BHK Apartment for Sale in Gera GreensVille SkyVillas, Kharadi Pune",2030 sqft,StatusReady to Move,TransactionResale,FurnishingFurnished,SocietyGera GreensVille SkyVillas,Bathroom4,₹2.65 Cr 
1433,"1 BHK Apartment for Sale in VTP Township Codename Pegasus, Kharadi Gaon, Kharadi Pune",502 sqft,Under ConstructionPoss. by Dec '24,TransactionNew Property,FurnishingUnfurnished,SocietyVTP Township Codename Pegasus,Bathroom2,₹45 Lac 
1434,"2 BHK Apartment for Sale in Zen Elite, Kharadi Pune",856 sqm,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyZen Elite,Bathroom2,₹94 Lac 
1435,"2 BHK Apartment for Sale in Majestique Marbella, EON Free Zone, Kharadi Pune",824 sqft,Under ConstructionPoss. by Dec '24,TransactionNew Property,FurnishingSemi-Furnished,SocietyMajestique Marbella,Bathroom2,₹80 Lac 
1436,"3 BHK Apartment for Sale in Pristine Allure, Kharadi Pune",1018 sqft,Under ConstructionPoss. by Dec '24,TransactionNew Property,FurnishingUnfurnished,SocietyPristine Allure,Bathroom3,₹1.08 Cr 
1437,"2 BHK Apartment for Sale in Unique Youtopia, Kharadi Pune",765 sqft,Under ConstructionPoss. by Dec '24,TransactionNew Property,FurnishingUnfurnished,SocietyUnique Youtopia,Bathroom2,₹75.3 Lac 
1438,"2 BHK Apartment for Sale in Majestique Towers, Ubale Nagar Pune",760 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyMajestique Towers,Bathroom2,₹80 Lac 
1439,"2 BHK Apartment for Sale in Velstand Phase 2, Tukaram Nagar Kharadi Pune",1020 sqft,StatusReady to Move,TransactionNew Property,FurnishingSemi-Furnished,SocietyVelstand Phase 2,Bathroom2,₹1.10 Cr 
1440,"3 BHK Apartment for Sale in Ganga Serio, Santipur, Kharadi Pune",1061 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyGanga Serio,Bathroom3,₹1.16 Cr 
1441,"2 BHK Apartment for Sale in Ganga Serio, Kharadi Pune",816 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyGanga Serio,Bathroom2,₹89.3 Lac 
1442,"3 BHK Apartment for Sale in Riverdale Grove, Kharadi Pune",1358 sqft,Under ConstructionPoss. by Mar '26,TransactionNew Property,FurnishingSemi-Furnished,SocietyRiverdale Grove,Bathroom3,₹1.75 Cr 
1443,"3 BHK Apartment for Sale in Flamante By VTP Luxe Phase 1, EON Free Zone, Kharadi Pune",1066 sqft,Under ConstructionPoss. by Jul '27,TransactionNew Property,FurnishingUnfurnished,SocietyFlamante By VTP Luxe Phase 1,Bathroom3,₹1.25 Cr 
1444,"3 BHK Apartment for Sale in Marvel Enigma, EON Free Zone, Kharadi Pune",1700 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMarvel Enigma,Bathroom4,₹2.60 Cr 
1445,"2 BHK Apartment for Sale in Ganga Platino, Kharadi Pune",960 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGanga Platino,Bathroom2,₹1.55 Cr 
1446,"4 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",3859 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyMarvel Zephyr,Bathroom6,₹4.25 Cr 
1447,"2 BHK Apartment for Sale in Gera World of Joy, Vitthal Nagar Kharadi Pune",838 sqft,Under ConstructionPoss. by Dec '26,TransactionNew Property,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom2,₹93 Lac 
1448,"2 BHK Apartment for Sale in Riverdale Grove, EON Free Zone, Kharadi Pune",821 sqft,Under ConstructionPoss. by Dec '25,TransactionNew Property,FurnishingUnfurnished,SocietyRiverdale Grove,Bathroom2,₹93 Lac 
1449,"5 BHK Apartment for Sale in Marvel Zephyr, Kharadi Pune",3700 sqft,StatusReady to Move,TransactionNew Property,FurnishingSemi-Furnished,SocietyMarvel Zephyr,Bathroom5,₹3.85 Cr 
1450,"1 BHK Apartment for Sale in VTP One, Kharadi Pune",500 sqft,StatusReady to Move,TransactionNew Property,FurnishingSemi-Furnished,SocietyVTP One,Bathroom1,₹52 Lac 
1451,"3 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",1197 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyGera World of Joy,Bathroom3,₹1.68 Cr 
1452,"4 BHK Apartment for Sale in Marvel Zephyr, EON Free Zone, Kharadi Pune",4500 sqft,StatusReady to Move,TransactionResale,FurnishingUnfurnished,SocietyMarvel Zephyr,Bathroom5,₹5.50 Cr 
1453,"4 BHK Apartment for Sale in Panchshil Towers, EON Free Zone, Kharadi Pune",2650 sqft,StatusReady to Move,TransactionResale,FurnishingSemi-Furnished,SocietyPanchshil Towers,Bathroom5,₹4.50 Cr 
